A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21
0.820057787051408,0.0669771178510552,-0.822895551562713,-1.29516629537091,-0.0893967929839195,0.00139603138512796,1.7048526306913,0.0897422042651684,0.152567571759336,0.192485216820411,-0.522098628315296,-0.467230445802912,-0.476276468509513,-0.432642893387219,-0.411837929380693,-0.528733514039496,-0.100071098746946,-0.230885584415775,-0.222209113410049,-0.196406461756833,-0.18208297858276
-1.2243918348337,-0.857895042082662,1.09292483112871,-0.535774578089734,-1.86907047216472,-1.66918819282759,-1.63720467410399,-1.62091892836467,-0.729898995291172,-0.677089357489895,-0.675352761719833,-0.66528093885844,-0.650870656709645,-0.622452591476501,-0.39186989001077,-0.357578233210025,-0.301057855527327,-0.230885584415775,-0.24674486313273,0.570022592726322,-0.174097799953527
0.820057787051408,0.529413197817914,1.09292483112871,-0.644259109129901,-0.0893967929839195,0.00139603138512796,1.7048526306913,0.0897422042651684,0.152567571759336,-0.677089357489895,-0.52497766032963,-0.527772413352307,-0.571057406652845,-0.583390125560657,-0.575743623220303,-0.528532016603025,-0.161834226468883,-0.23036477075767,-0.243905077285198,-0.241088758595194,-0.00287462541194233
0.820057787051408,-0.626677002099233,3.00874521382012,-1.83758895057174,0.800440046606481,1.67198025559784,0.0338239782936526,0.0897422042651684,0.152567571759336,0.192485216820411,0.0120025513627773,-0.255396784920521,-0.245445301949577,-0.175231657586833,-0.120080859904827,-0.0838943401226576,-0.301057855527327,-0.165783877152744,-0.184269574487015,-0.183640091231586,-0.162447293428909
0.820057787051408,-0.0100955621434212,1.09292483112871,-0.101836453929064,-0.0893967929839195,0.00139603138512796,0.0338239782936526,0.0897422042651684,0.152567571759336,-0.677089357489895,-0.154438091880999,-0.276261213282287,-0.297745691824195,-0.301994255893122,-0.411689896139895,-0.575564876566072,-0.119934313820765,-0.164178035040256,-0.18994914618208,-0.132574609130602,-0.186664638451992
-1.2243918348337,-0.626677002099233,1.09292483112871,-1.83758895057174,-0.0893967929839195,0.00139603138512796,0.0338239782936526,0.0897422042651684,0.152567571759336,0.192485216820411,-0.0286569856698488,-0.0778454171039274,-0.131428433259583,-0.172185002863592,-0.115179314820612,-0.0866649298741403,-0.181938939598312,-0.16899556137772,-0.18989235046513,-0.168831101422301,-0.178024936984298
0.820057787051408,-0.626677002099233,1.09292483112871,-1.07819723329057,-0.0893967929839195,0.00139603138512796,0.0338239782936526,0.0897422042651684,0.152567571759336,0.192485216820411,-0.369238324761776,-0.43854010054047,-0.403384692712382,-0.344554157077993,-0.294431121289661,-0.261782993620883,-0.222570987454484,-0.174464104787815,-0.18994914618208,-0.164490535443717,-0.18208297858276
0.820057787051408,-0.626677002099233,-0.822895551562713,0.766039794392276,-0.97923363257432,-0.833896080721229,-0.801690347905171,-0.765588362049749,-0.729898995291172,-0.677089357489895,-0.666525540921167,-0.617299778686431,-0.601612831561673,-0.59074251170399,-0.105293983962849,-0.586865524461514,-0.0948788905513577,-0.0824102907178896,-0.130654417685602,1.68216496103314,-0.230714025480466
0.820057787051408,0.144049797845532,1.09292483112871,0.657555263352108,-0.0893967929839195,0.00139603138512796,-0.801690347905171,0.0897422042651684,0.152567571759336,-1.5466639318002,-0.614743705682222,-0.622652874447935,-0.633999563201704,-0.604265928077561,-0.605810819240254,-0.591180927892611,-0.239898472944411,-0.180106252750611,-0.24674486313273,-0.260238314383064,-0.247535262428932
-1.2243918348337,-0.47253164211028,1.09292483112871,0.223617139191438,0.800440046606481,1.67198025559784,1.7048526306913,1.800403336895,1.91750070586035,0.192485216820411,-0.172309818913375,-0.157074044398204,-0.0978016041480283,-0.00965529987272059,0.0300577425405275,0.069764246639874,-0.301057855527327,-0.0963420560721781,-0.133153429231431,-0.260238314383064,-0.149356836659674
0.820057787051408,-0.241313602126851,3.00874521382012,0.332101670231606,-0.0893967929839195,0.00139603138512796,0.0338239782936526,0.0897422042651684,0.152567571759336,0.192485216820411,0.160639369272628,0.0535653562749282,-0.0189400568019331,-0.00660864514947931,-0.0175925128587048,-0.0327307827119447,-0.180308827722953,-0.161183356506157,-0.161551287706755,-0.132574609130602,-0.149356836659674
0.820057787051408,0.375267837828961,-0.822895551562713,-0.644259109129901,-0.0893967929839195,0.00139603138512796,0.0338239782936526,-0.765588362049749,-0.729898995291172,-0.677089357489895,-0.452825315555301,-0.443387391978052,-0.52915364790577,-0.511436223959209,-0.616979104851603,-0.451459247152689,0.212125512641264,-0.165783877152744,0.179223013997143,-0.216896486449853,0.341535292186613
0.820057787051408,2.84159359765221,-0.822895551562713,-1.29516629537091,-0.0893967929839195,0.00139603138512796,0.0338239782936526,0.0897422042651684,0.152567571759336,0.192485216820411,-0.365069160476867,-0.333164199723468,-0.378654841972109,-0.390269522083363,-0.378382416960245,-0.329721212617845,-0.209530092451611,-0.174464104787815,-0.18994914618208,-0.196406461756833,-0.116630694736589
0.820057787051408,-0.0100955621434212,1.09292483112871,-1.18668176433074,0.800440046606481,-1.66918819282759,-1.63720467410399,-0.765588362049749,1.91750070586035,-0.677089357489895,-0.677933026260982,-0.803674621931435,-0.792905076413254,-0.462176791214558,-0.438681290378811,-0.468284283098056,-0.301057855527327,-0.230885584415775,0.89831358630932,-0.260238314383064,0.231510003041198
